都道府県名,市町村名,,"告示別表第10
で定める
地域の区分","年間の
日射
地域区分","暖房期の
日射
地域区分"
30.和歌山県,,かつらぎ町（旧かつらぎ町）,6,4,2
30.和歌山県,,かつらぎ町（旧花園村）,5,4,2
30.和歌山県,,上富田町,6,4,3
30.和歌山県,ｷ,北山村,6,4,4
30.和歌山県,,紀の川市（旧打田町、旧粉河町、旧那賀町、旧桃山町）,6,4,3
30.和歌山県,,紀の川市（旧貴志川町）,6,4,2
30.和歌山県,,紀美野町（旧野上町）,6,4,3
30.和歌山県,,紀美野町（旧美里町）,6,4,4
30.和歌山県,ｸ,串本町（旧串本町）,7,5,2
30.和歌山県,,串本町（旧古座町）,7,5,4
30.和歌山県,,九度山町,6,3,3
30.和歌山県,ｺ,高野町,4,4,2
30.和歌山県,,古座川町,7,4,4
30.和歌山県,,御坊市,7,4,3
30.和歌山県,ｼ,白浜町,7,4,4
30.和歌山県,,新宮市,7,4,4
30.和歌山県,ｽ,すさみ町,7,4,4
30.和歌山県,ﾀ,太地町,7,4,4
30.和歌山県,,田辺市（旧田辺市）,7,4,3
30.和歌山県,,田辺市（旧龍神村）,5,4,3
30.和歌山県,,田辺市（旧中辺路町、旧大塔村）,7,4,4
30.和歌山県,,田辺市（旧本宮町）,6,4,3
30.和歌山県,ﾅ,那智勝浦町,7,4,4
30.和歌山県,ﾊ,橋本市,6,3,2
30.和歌山県,ﾋ,日高川町（旧川辺町、旧中津村）,6,4,3
30.和歌山県,,日高川町（旧美山村）,5,4,4
30.和歌山県,,日高町,6,4,3
30.和歌山県,,広川町,6,4,4
30.和歌山県,ﾐ,みなべ町（旧南部川村）,7,4,3
30.和歌山県,,みなべ町（旧南部町）,7,4,2
30.和歌山県,,美浜町,7,4,2
30.和歌山県,ﾕ,湯浅町,6,4,3
30.和歌山県,,由良町,6,4,3
30.和歌山県,ﾜ,和歌山市,7,4,2
31.鳥取県,ｲ,岩美町,6,3,1
31.鳥取県,ｸ,倉吉市,5,3,2
31.鳥取県,ｺ,江府町,5,3,2
31.鳥取県,,琴浦町,6,3,3
31.鳥取県,ｻ,境港市,6,3,1
31.鳥取県,ﾀ,大山町,6,3,3
31.鳥取県,ﾁ,智頭町,5,3,2
31.鳥取県,ﾄ,鳥取市（旧鳥取市、旧福部村、旧気高町、旧青谷町）,6,3,2
31.鳥取県,,鳥取市（旧国府町、旧河原町、旧用瀬町、旧佐治村、旧鹿野町）,6,3,1
31.鳥取県,ﾅ,南部町,5,3,2
31.鳥取県,ﾆ,日南町,4,3,3
31.鳥取県,ﾋ,日吉津村,6,3,2
31.鳥取県,,日野町,4,3,2
31.鳥取県,ﾎ,伯耆町,6,3,2
31.鳥取県,,北栄町,6,3,3
31.鳥取県,ﾐ,三朝町,5,3,2
31.鳥取県,ﾔ,八頭町,5,3,2
31.鳥取県,ﾕ,湯梨浜町（旧羽合町、旧東郷町）,6,3,3
31.鳥取県,,湯梨浜町（旧泊村）,6,3,2
31.鳥取県,ﾖ,米子市（旧米子市）,6,3,2
31.鳥取県,,米子市（旧淀江町）,6,3,3
31.鳥取県,ﾜ,若桜町,4,3,2
32.島根県,ｱ,海士町,6,3,2
32.島根県,ｲ,飯南町,4,3,2
32.島根県,,出雲市（旧出雲市、旧斐川町）,6,3,2
32.島根県,,出雲市（旧平田市、旧佐田町、旧多伎町、旧湖陵町、旧大社町）,6,3,1
32.島根県,ｳ,雲南市,5,3,2
32.島根県,ｵ,大田市（旧大田市）,6,3,2
32.島根県,,大田市（旧温泉津町、旧仁摩町）,6,3,1
32.島根県,,邑南町（旧羽須美村、旧瑞穂町）,5,3,2
32.島根県,,邑南町（旧石見町）,5,3,3
32.島根県,,隠岐の島町（旧西郷町、旧五箇村）,6,3,2
32.島根県,,隠岐の島町（旧布施村）,6,3,3
32.島根県,,隠岐の島町（旧都万村）,6,3,1
32.島根県,,奥出雲町（旧仁多町）,5,3,2
32.島根県,,奥出雲町（旧横田町）,5,3,3
32.島根県,ｶ,川本町,5,3,2
32.島根県,ｺ,江津市（旧江津市）,6,3,2
32.島根県,,江津市（旧桜江町）,6,3,1
32.島根県,ﾁ,知夫村,6,3,1
32.島根県,ﾂ,津和野町,5,3,2
32.島根県,ﾆ,西ノ島町,6,3,1
32.島根県,ﾊ,浜田市（旧浜田市）,6,3,2
32.島根県,,浜田市（旧金城町、旧弥栄村）,6,3,1
32.島根県,,浜田市（旧旭町、旧三隅町）,6,3,3
32.島根県,ﾏ,益田市（旧益田市）,6,4,2
32.島根県,,益田市（旧美都町、旧匹見町）,5,3,3
32.島根県,,松江市（旧松江市、旧鹿島町、旧宍道町）,6,3,2
32.島根県,,松江市（旧島根町、旧美保関町、旧東出雲町、旧八雲村、旧玉湯町、旧八束町）,6,3,1
32.島根県,ﾐ,美郷町,5,3,2
32.島根県,ﾔ,安来市,6,3,1
32.島根県,ﾖ,吉賀町,4,3,3
33.岡山県,ｱ,赤磐市（旧山陽町）,6,4,2
33.岡山県,,赤磐市（旧赤坂町、旧熊山町、旧吉井町）,6,4,3
33.岡山県,,浅口市,6,4,3
33.岡山県,ｲ,井原市（旧井原市、旧美星町）,6,4,2
33.岡山県,,井原市（旧芳井町）,6,4,3
33.岡山県,ｵ,岡山市（旧岡山市、旧灘崎町）,6,4,3
33.岡山県,,岡山市（旧御津町、旧建部町、旧瀬戸町）,6,4,2
33.岡山県,ｶ,鏡野町（旧富村、旧奥津町、旧上齋原村）,5,3,2
33.岡山県,,鏡野町（旧鏡野町）,5,3,3
33.岡山県,,笠岡市,6,4,3
33.岡山県,ｷ,吉備中央町,4,4,2
33.岡山県,ｸ,久米南町,5,4,3
33.岡山県,,倉敷市,6,4,3
33.岡山県,ｻ,里庄町,6,4,3
33.岡山県,ｼ,勝央町,5,4,3
33.岡山県,,新庄村,4,3,2
33.岡山県,ｾ,瀬戸内市,6,4,3
33.岡山県,ｿ,総社市,6,4,3
33.岡山県,ﾀ,高梁市,5,4,3
33.岡山県,,玉野市,6,4,2
33.岡山県,ﾂ,津山市（旧津山市、旧加茂町、旧勝北町、旧久米町）,5,3,3
33.岡山県,,津山市（旧阿波村）,4,3,2
33.岡山県,ﾅ,奈義町,5,3,3
33.岡山県,ﾆ,新見市（旧新見市、旧神郷町、旧哲多町、旧哲西町）,5,3,3
33.岡山県,,新見市（旧大佐町）,5,3,2
33.岡山県,,西粟倉村,4,3,3
33.岡山県,ﾊ,早島町,6,4,3
33.岡山県,ﾋ,備前市,5,4,3
33.岡山県,ﾏ,真庭市（旧北房町、旧勝山町）,5,3,2
33.岡山県,,真庭市（旧落合町、旧久世町）,5,3,3
33.岡山県,,真庭市（旧湯原町、旧美甘村、旧川上村、旧八束村、旧中和村）,4,3,2
33.岡山県,ﾐ,美咲町,5,4,3
33.岡山県,,美作市,5,4,3
33.岡山県,ﾔ,矢掛町,6,4,3
33.岡山県,ﾜ,和気町,5,4,3
34.広島県,ｱ,安芸太田町,4,3,3
34.広島県,,安芸高田市（旧吉田町、旧甲田町、旧向原町）,5,4,3
34.広島県,,安芸高田市（旧八千代町、旧美土里町、旧高宮町）,5,4,2
34.広島県,ｴ,江田島市,6,4,3
34.広島県,ｵ,大崎上島町,6,4,3
34.広島県,,大竹市,6,4,4
34.広島県,,尾道市（旧尾道市、旧因島市、旧御調町、旧向島町）,6,4,3
34.広島県,,尾道市（旧瀬戸田町）,6,4,2
34.広島県,ｶ,海田町,6,4,3
34.広島県,ｷ,北広島町（旧芸北町、旧大朝町、旧豊平町）,5,4,3
34.広島県,,北広島町（旧千代田町）,5,4,2
34.広島県,ｸ,熊野町,5,4,4
34.広島県,,呉市（旧呉市、旧音戸町、旧蒲刈町、旧安浦町、旧川尻町）,6,4,3
34.広島県,,呉市（旧倉橋町、旧下蒲刈町、旧豊浜町、旧豊町）,6,4,2
34.広島県,ｻ,坂町,6,4,3
34.広島県,ｼ,庄原市（旧庄原市）,5,3,3
34.広島県,,庄原市（旧総領町）,4,4,3
34.広島県,,庄原市（旧西城町、旧東城町、旧比和町）,4,3,3
34.広島県,,庄原市（旧口和町、旧高野町）,4,3,2
34.広島県,,神石高原町（旧油木町、旧神石町、旧豊松村）,4,4,3
34.広島県,,神石高原町（旧三和町）,4,4,2
34.広島県,ｾ,世羅町（旧甲山町、旧世羅町）,4,4,2
34.広島県,,世羅町（旧世羅西町）,4,4,4
34.広島県,ﾀ,竹原市,6,4,4
34.広島県,ﾊ,廿日市市（旧廿日市市、旧宮島町）,6,4,3
34.広島県,,廿日市市（旧大野町）,6,4,4
34.広島県,,廿日市市（旧佐伯町）,5,4,2
34.広島県,,廿日市市（旧吉和村）,3,4,3
34.広島県,ﾋ,東広島市（旧東広島市、旧福富町）,5,4,3
34.広島県,,東広島市（旧黒瀬町、旧豊栄町、旧河内町、旧安芸津町）,5,4,4
34.広島県,,広島市,6,4,3
34.広島県,ﾌ,福山市（旧福山市、旧内海町、旧沼隈町、旧新市町）,6,4,3
34.広島県,,福山市（旧神辺町）,6,4,2
34.広島県,,府中市,5,4,3
34.広島県,,府中町,6,4,3
34.広島県,ﾐ,三原市（旧三原市、旧大和町、旧久井町）,6,4,3
34.広島県,,三原市（旧本郷町）,6,4,4
34.広島県,,三次市（旧三次市、旧甲奴町、旧吉舎町、旧三良坂町、旧三和町）,5,3,3
34.広島県,,三次市（旧君田村、旧布野村、旧作木村）,5,3,2
35.山口県,ｱ,阿武町,6,3,2
35.山口県,ｲ,岩国市（旧岩国市、旧玖珂町、旧周東町）,6,4,2
35.山口県,,岩国市（旧由宇町、旧本郷村、旧錦町、旧美川町、旧美和町）,6,4,3
35.山口県,ｳ,宇部市（旧宇部市）,6,4,3
35.山口県,,宇部市（旧楠町）,6,4,4
35.山口県,ｶ,上関町,6,5,3
35.山口県,ｸ,下松市,6,4,3
35.山口県,ｻ,山陽小野田市,6,4,3
35.山口県,ｼ,下関市（旧下関市、旧菊川町）,7,4,3
35.山口県,,下関市（旧豊田町）,5,4,1
35.山口県,,下関市（旧豊浦町）,7,4,2
35.山口県,,下関市（旧豊北町）,7,4,1
35.山口県,,周南市,6,4,3
35.山口県,ｽ,周防大島町（旧久賀町、旧大島町、旧東和町）,6,4,3
35.山口県,,周防大島町（旧橘町）,6,4,2
35.山口県,ﾀ,田布施町,6,4,3
35.山口県,ﾅ,長門市,6,3,2
35.山口県,ﾊ,萩市（旧萩市、旧川上村、旧田万川町、旧須佐町）,6,3,2
35.山口県,,萩市（旧むつみ村）,5,3,2
35.山口県,,萩市（旧旭村）,6,4,2
35.山口県,,萩市（旧福栄村）,5,4,3
35.山口県,ﾋ,光市（旧光市）,6,5,2
35.山口県,,光市（旧大和町）,6,5,3
35.山口県,,平生町,6,4,3
35.山口県,ﾎ,防府市,6,4,3
35.山口県,ﾐ,美祢市（旧美祢市）,5,4,3
35.山口県,,美祢市（旧美東町、旧秋芳町）,5,4,2
35.山口県,ﾔ,柳井市,6,4,3
35.山口県,,山口市（旧山口市、旧徳地町、旧秋穂町、旧小郡町、旧阿知須町）,6,4,3
35.山口県,,山口市（旧阿東町）,6,4,2
35.山口県,ﾜ,和木町,6,4,2
36.徳島県,ｱ,藍住町,6,4,3
36.徳島県,,阿南市,7,4,3
36.徳島県,,阿波市,6,4,3
36.徳島県,ｲ,石井町,6,4,3
36.徳島県,,板野町,6,4,3
36.徳島県,ｶ,海陽町,7,4,4
36.徳島県,,勝浦町,6,4,3
36.徳島県,,上板町,6,4,3
36.徳島県,,上勝町,5,4,4
36.徳島県,,神山町,6,4,3
36.徳島県,ｷ,北島町,6,4,3
36.徳島県,ｺ,小松島市,7,4,3
36.徳島県,ｻ,佐那河内村,6,4,3
36.徳島県,ﾂ,つるぎ町（旧半田町、旧一宇村）,6,3,3
36.徳島県,,つるぎ町（旧貞光町）,6,3,4
36.徳島県,ﾄ,徳島市,6,4,3
36.徳島県,ﾅ,那賀町（旧鷲敷町、旧相生町、旧木沢村、旧木頭村）,6,4,3
36.徳島県,,那賀町（旧上那賀町）,6,4,4
36.徳島県,,鳴門市,6,4,3
36.徳島県,ﾋ,東みよし町,6,3,2
36.徳島県,ﾏ,松茂町,6,4,3
36.徳島県,ﾐ,美波町,7,4,4
36.徳島県,,美馬市（旧脇町、旧美馬町）,6,3,3
36.徳島県,,美馬市（旧穴吹町）,6,3,4
36.徳島県,,美馬市（旧木屋平村）,6,3,2
36.徳島県,,三好市（旧三野町、旧池田町）,5,4,2
36.徳島県,,三好市（旧山城町、旧井川町、旧東祖谷山村、旧西祖谷山村）,5,4,3
36.徳島県,ﾑ,牟岐町,6,4,4
36.徳島県,ﾖ,吉野川市,6,4,3
37.香川県,ｱ,綾川町,6,4,3
37.香川県,ｳ,宇多津町,6,4,3
37.香川県,ｶ,観音寺市,6,4,3
37.香川県,ｺ,琴平町,6,4,3
37.香川県,ｻ,坂出市,6,4,3
37.香川県,,さぬき市,6,4,3
37.香川県,ｼ,小豆島町,6,4,3
37.香川県,ｾ,善通寺市,6,4,3
37.香川県,ﾀ,高松市（旧高松市、旧牟礼町、旧塩江町、旧香川町、旧香南町、旧国分寺町）,6,4,3
37.香川県,,高松市（旧庵治町）,6,4,2
37.香川県,,多度津町,6,4,2
37.香川県,ﾄ,土庄町,6,4,3
37.香川県,ﾅ,直島町,6,4,3
37.香川県,ﾋ,東かがわ市,6,4,3
37.香川県,ﾏ,丸亀市（旧丸亀市）,6,4,2
37.香川県,,丸亀市（旧綾歌町、旧飯山町）,6,4,3
37.香川県,,まんのう町,6,4,3
37.香川県,ﾐ,三木町,6,4,3
37.香川県,,三豊市,6,4,3
38.愛媛県,ｱ,愛南町（旧内海村、旧御荘町、旧城辺町、旧一本松町）,7,4,4
38.愛媛県,,愛南町（旧西海町）,7,4,3
38.愛媛県,ｲ,伊方町（旧伊方町、旧三崎町）,6,4,2
38.愛媛県,,伊方町（旧瀬戸町）,6,4,4
38.愛媛県,,今治市（旧今治市、旧朝倉村、旧玉川町、旧波方町、旧大西町、旧菊間町、旧宮窪町、旧伯方町、旧大三島町、旧関前村）,6,4,3
38.愛媛県,,今治市（旧吉海町、旧上浦町）,6,4,2
38.愛媛県,,伊予市（旧伊予市、旧双海町）,6,4,2
38.愛媛県,,伊予市（旧中山町）,6,4,3
38.愛媛県,ｳ,内子町（旧小田町）,5,3,3
38.愛媛県,,内子町（旧内子町、旧五十崎町）,6,3,2
38.愛媛県,,宇和島市（旧宇和島市、旧吉田町、旧三間町）,7,4,2
38.愛媛県,,宇和島市（旧津島町）,7,4,4
38.愛媛県,ｵ,大洲市（旧大洲市）,6,3,2
38.愛媛県,,大洲市（旧長浜町）,6,4,2
38.愛媛県,,大洲市（旧肱川町）,5,3,4
38.愛媛県,,大洲市（旧河辺村）,5,4,3
38.愛媛県,ｶ,上島町（旧魚島村）,6,4,2
38.愛媛県,,上島町（旧弓削町、旧生名村、旧岩城村）,6,4,3
38.愛媛県,ｷ,鬼北町（旧広見町）,6,4,2
38.愛媛県,,鬼北町（旧日吉村）,6,4,3
38.愛媛県,ｸ,久万高原町,4,4,3
38.愛媛県,ｻ,西条市（旧西条市、旧小松町）,6,4,4
38.愛媛県,,西条市（旧東予市）,6,4,2
38.愛媛県,,西条市（旧丹原町）,6,4,3
38.愛媛県,ｼ,四国中央市（旧川之江市、旧土居町）,6,4,2
38.愛媛県,,四国中央市（旧伊予三島市、旧新宮村）,6,4,3
38.愛媛県,ｾ,西予市（旧三瓶町、旧明浜町、旧宇和町、旧城川町）,6,4,3
38.愛媛県,,西予市（旧野村町）,6,4,4
38.愛媛県,ﾄ,東温市（旧重信町）,6,4,3
38.愛媛県,,東温市（旧川内町）,6,4,4
38.愛媛県,,砥部町（旧砥部町）,6,4,3
38.愛媛県,,砥部町（旧広田村）,6,4,2
38.愛媛県,ﾆ,新居浜市（旧新居浜市）,7,4,2
38.愛媛県,,新居浜市（旧別子山村）,4,4,3
38.愛媛県,ﾏ,松前町,7,4,2
38.愛媛県,,松野町,6,4,3
38.愛媛県,,松山市,7,4,2
38.愛媛県,ﾔ,八幡浜市,6,4,2
39.高知県,ｱ,安芸市,7,5,4
39.高知県,ｲ,いの町（旧本川村）,4,4,3
39.高知県,,いの町（旧伊野町）,6,4,4
39.高知県,,いの町（旧吾北村）,5,4,3
39.高知県,ｳ,馬路村,6,4,4
39.高知県,ｵ,大川村,5,3,3
39.高知県,,大月町,7,5,3
39.高知県,,大豊町,5,3,3
39.高知県,,越知町,6,4,3
39.高知県,ｶ,香美市,6,4,4
39.高知県,ｷ,北川村,7,4,4
39.高知県,ｸ,黒潮町,6,4,3
39.高知県,ｹ,芸西村,7,5,4
39.高知県,ｺ,高知市,7,5,4
39.高知県,,香南市,7,5,4
39.高知県,ｻ,佐川町,6,4,4
39.高知県,ｼ,四万十市,7,4,3
39.高知県,,四万十町（旧窪川町）,6,4,3
39.高知県,,四万十町（旧大正町、旧十和村）,6,4,4
39.高知県,ｽ,宿毛市,7,4,4
39.高知県,,須崎市,7,4,4
39.高知県,ﾀ,田野町,7,4,4
39.高知県,ﾂ,津野町（旧東津野村）,6,4,3
39.高知県,,津野町（旧葉山村）,6,4,4
39.高知県,ﾄ,東洋町,7,4,4
39.高知県,,土佐市,7,5,4
39.高知県,,土佐清水市,7,5,3
39.高知県,,土佐町,5,4,3
39.高知県,ﾅ,中土佐町（旧中土佐町）,7,4,3
39.高知県,,中土佐町（旧大野見村）,7,4,4
39.高知県,,奈半利町,7,4,2
39.高知県,,南国市,7,5,4
39.高知県,ﾆ,仁淀川町,5,4,3
39.高知県,ﾋ,日高村,6,4,4
39.高知県,ﾐ,三原村,6,4,4
39.高知県,ﾑ,室戸市,7,5,4
39.高知県,ﾓ,本山町,5,4,3
39.高知県,ﾔ,安田町,7,5,4
39.高知県,ﾕ,梼原町,4,4,4
40.福岡県,ｱ,赤村,6,4,2
40.福岡県,,朝倉市,6,4,3
40.福岡県,,芦屋町,7,4,1
40.福岡県,ｲ,飯塚市,6,4,2
40.福岡県,,糸島市,6,4,2
40.福岡県,,糸田町,6,4,2
40.福岡県,ｳ,うきは市,6,4,3
40.福岡県,,宇美町,6,4,2
40.福岡県,ｵ,大川市,6,4,3
40.福岡県,,大木町,6,4,3
40.福岡県,,大任町,6,4,2
40.福岡県,,大野城市,6,4,2
40.福岡県,,大牟田市,6,5,3
40.福岡県,,岡垣町,6,4,2
40.福岡県,,小郡市,6,4,3
40.福岡県,,遠賀町,6,4,2
40.福岡県,ｶ,春日市,6,4,2
40.福岡県,,粕屋町,7,4,2
40.福岡県,,嘉麻市,6,4,2
40.福岡県,,川崎町,6,4,2
40.福岡県,,香春町,6,4,2
40.福岡県,,苅田町,6,4,2
40.福岡県,ｷ,北九州市,6,4,2
40.福岡県,ｸ,鞍手町,6,4,2
40.福岡県,,久留米市,6,4,3
40.福岡県,ｹ,桂川町,6,4,2
40.福岡県,ｺ,上毛町,6,4,3
40.福岡県,,古賀市,6,4,2
40.福岡県,,小竹町,6,4,2
40.福岡県,ｻ,篠栗町,6,4,2
40.福岡県,ｼ,志免町,7,4,2
40.福岡県,,新宮町,7,4,1
40.福岡県,ｽ,須恵町,6,4,2
40.福岡県,ｿ,添田町,6,4,2
40.福岡県,ﾀ,田川市,6,4,2
40.福岡県,,太宰府市,6,3,2
40.福岡県,,大刀洗町,6,4,3
40.福岡県,ﾁ,筑後市,6,4,3
40.福岡県,,筑紫野市,6,3,2
40.福岡県,,築上町（旧椎田町）,6,4,2
40.福岡県,,築上町（旧築城町）,6,4,3
40.福岡県,,筑前町,6,4,3
40.福岡県,ﾄ,東峰村,5,4,3
40.福岡県,ﾅ,那珂川市,6,4,2
40.福岡県,,中間市,6,4,2
40.福岡県,ﾉ,直方市,6,4,2
40.福岡県,ﾋ,久山町,6,4,2
40.福岡県,,広川町,6,4,3
40.福岡県,ﾌ,"福岡市（旧福岡市
（東区,西区,早良区））",7,4,1
40.福岡県,,"福岡市（旧福岡市 
（博多区,中央区,南区,城南区））",7,4,3
40.福岡県,,福智町,6,4,2
40.福岡県,,福津市,6,4,2
40.福岡県,,豊前市,6,4,3
40.福岡県,ﾐ,水巻町,6,4,2
40.福岡県,,みやこ町,6,4,2
40.福岡県,,みやま市,6,4,3
40.福岡県,,宮若市,6,4,2
40.福岡県,ﾑ,宗像市,6,4,2
40.福岡県,ﾔ,柳川市,6,4,3
40.福岡県,,八女市,6,4,3
40.福岡県,ﾕ,行橋市,6,4,3
40.福岡県,ﾖ,吉富町,6,4,3
41.佐賀県,ｱ,有田町,6,4,2
41.佐賀県,ｲ,伊万里市,6,4,2
41.佐賀県,ｳ,嬉野市,6,4,3
41.佐賀県,ｵ,大町町,6,4,2
41.佐賀県,,小城市,6,4,2
41.佐賀県,ｶ,鹿島市,6,4,3
41.佐賀県,,上峰町,6,4,3
41.佐賀県,,唐津市,6,4,2
41.佐賀県,,神埼市（旧神埼町、旧千代田町）,6,4,3
41.佐賀県,,神埼市（旧脊振村）,6,4,2
41.佐賀県,ｷ,基山町,6,4,3
41.佐賀県,ｹ,玄海町,6,4,2
41.佐賀県,ｺ,江北町,6,4,2
41.佐賀県,ｻ,佐賀市（旧佐賀市、旧諸富町、旧東与賀町、旧久保田町、旧大和町、旧富士町）,6,4,3
41.佐賀県,,佐賀市（旧川副町、旧三瀬村）,6,4,2
41.佐賀県,ｼ,白石町（旧白石町、旧有明町）,6,4,3
41.佐賀県,,白石町（旧福富町）,6,4,2
41.佐賀県,ﾀ,多久市,6,4,2
41.佐賀県,,武雄市,6,4,2
41.佐賀県,,太良町,6,4,3
41.佐賀県,ﾄ,鳥栖市,6,4,3
41.佐賀県,ﾐ,みやき町,6,4,3
41.佐賀県,ﾖ,吉野ヶ里町,6,4,3
42.長崎県,ｲ,壱岐市,7,4,2
42.長崎県,,諫早市（旧諫早市）,7,4,3
42.長崎県,,諫早市（旧多良見町、旧飯盛町）,7,4,2
42.長崎県,,諫早市（旧森山町、旧高来町、旧小長井町）,7,4,4
42.長崎県,ｳ,雲仙市（旧国見町、旧瑞穂町、旧吾妻町、旧愛野町、旧千々石町）,7,4,4
42.長崎県,,雲仙市（旧小浜町）,6,4,2
42.長崎県,,雲仙市（旧南串山町）,7,4,3
42.長崎県,ｵ,大村市,7,4,2
42.長崎県,,小値賀町,7,4,1
42.長崎県,ｶ,川棚町,6,4,2
42.長崎県,ｺ,五島市,7,4,1
42.長崎県,ｻ,西海市（旧西彼町、旧大島町）,7,4,2
42.長崎県,,西海市（旧西海町、旧崎戸町、旧大瀬戸町）,7,4,3
42.長崎県,,佐々町,6,4,3
42.長崎県,,佐世保市（旧佐世保市、旧宇久町、旧江迎町、旧吉井町）,6,4,3
42.長崎県,,佐世保市（旧鹿町町、旧小佐々町）,6,4,2
42.長崎県,,佐世保市（旧世知原町）,6,4,4
42.長崎県,ｼ,島原市（旧島原市）,7,4,4
42.長崎県,,島原市（旧有明町）,7,4,3
42.長崎県,,新上五島町（旧若松町、旧有川町）,7,3,1
42.長崎県,,新上五島町（旧上五島町、旧新魚目町）,7,3,2
42.長崎県,,新上五島町（旧奈良尾町）,7,3,3
42.長崎県,ﾂ,対馬市,6,4,3
42.長崎県,ﾄ,時津町,7,4,3
42.長崎県,ﾅ,長崎市（旧長崎市、旧高島町、旧野母崎町、旧三和町）,7,4,3
42.長崎県,,長崎市（旧香焼町）,7,4,4
42.長崎県,,長崎市（旧伊王島町、旧琴海町、旧外海町）,7,4,2
42.長崎県,,長与町,7,4,3
42.長崎県,ﾊ,波佐見町,6,4,2
42.長崎県,ﾋ,東彼杵町,6,4,3
42.長崎県,,平戸市（旧平戸市）,7,4,2
42.長崎県,,平戸市（旧大島村）,7,4,4
42.長崎県,,平戸市（旧生月町）,7,4,1
42.長崎県,,平戸市（旧田平町）,7,4,3
42.長崎県,ﾏ,松浦市,6,4,2
42.長崎県,ﾐ,南島原市（旧加津佐町）,7,4,3
42.長崎県,,南島原市（旧口之津町、旧南有馬町、旧北有馬町、旧西有家町、旧有家町、旧布津町、旧深江町）,7,4,4
43.熊本県,ｱ,あさぎり町,6,4,3
43.熊本県,,芦北町,7,4,4
43.熊本県,,阿蘇市,5,4,3
43.熊本県,,天草市（旧本渡市、旧御所浦町）,7,4,3
43.熊本県,,天草市（旧牛深市、旧有明町、旧新和町、旧五和町、旧天草町、旧河浦町）,7,4,2
43.熊本県,,天草市（旧倉岳町、旧栖本町）,7,4,4
43.熊本県,,荒尾市,6,5,3
43.熊本県,ｲ,五木村,5,4,4
43.熊本県,ｳ,宇城市（旧三角町）,7,4,3
43.熊本県,,宇城市（旧不知火町、旧松橋町、旧小川町、旧豊野町）,7,4,2
43.熊本県,,宇土市,7,4,2
43.熊本県,,産山村,5,4,4
43.熊本県,ｵ,大津町,6,4,4
43.熊本県,,小国町,5,3,3
43.熊本県,ｶ,嘉島町,7,4,2
43.熊本県,,上天草市（旧大矢野町、旧松島町、旧龍ケ岳町）,7,4,2
43.熊本県,,上天草市（旧姫戸町）,7,4,4
43.熊本県,ｷ,菊池市（旧菊池市、旧旭志村）,6,4,4
43.熊本県,,菊池市（旧七城町、旧泗水町）,6,4,3
43.熊本県,,菊陽町,6,4,3
43.熊本県,,玉東町,6,4,3
43.熊本県,ｸ,球磨村,6,4,3
43.熊本県,,熊本市,7,4,2
43.熊本県,ｺ,甲佐町,6,4,3
43.熊本県,,合志市,6,4,3
43.熊本県,ｻ,相良村,6,4,3
43.熊本県,ﾀ,高森町,5,4,4
43.熊本県,,玉名市,6,4,3
43.熊本県,,多良木町,6,4,3
43.熊本県,ﾂ,津奈木町,7,4,4
43.熊本県,ﾅ,長洲町,7,4,2
43.熊本県,,和水町,6,4,3
43.熊本県,,南関町,6,4,3
43.熊本県,ﾆ,錦町,6,4,3
43.熊本県,,西原村,6,4,4
43.熊本県,ﾋ,氷川町,7,4,2
43.熊本県,,人吉市,6,4,3
43.熊本県,ﾏ,益城町,6,4,3
43.熊本県,ﾐ,美里町,6,4,3
43.熊本県,,水上村,5,4,4
43.熊本県,,水俣市,7,4,4
43.熊本県,,南阿蘇村,5,4,3
43.熊本県,,南小国町,5,3,3
43.熊本県,,御船町,6,4,3
43.熊本県,ﾔ,八代市（旧八代市、旧千丁町、旧鏡町）,7,4,3
43.熊本県,,八代市（旧坂本村、旧東陽村）,6,4,3
43.熊本県,,八代市（旧泉村）,5,4,3
43.熊本県,,山江村,6,4,3
43.熊本県,,山鹿市（旧山鹿市、旧鹿北町、旧鹿本町、旧鹿央町）,6,4,3
43.熊本県,,山鹿市（旧菊鹿町）,6,4,4
43.熊本県,,山都町（旧蘇陽町、旧清和村）,5,4,4
43.熊本県,,山都町（旧矢部町）,5,4,3
43.熊本県,ﾕ,湯前町,6,4,4
43.熊本県,ﾚ,苓北町,7,4,2
44.大分県,ｳ,宇佐市,6,4,3
44.大分県,,臼杵市,6,4,3
44.大分県,ｵ,大分市（旧大分市、旧佐賀関町）,7,4,3
44.大分県,,大分市（旧野津原町）,6,4,3
44.大分県,ｷ,杵築市（旧杵築市、旧大田村）,6,4,3
44.大分県,,杵築市（旧山香町）,6,4,2
44.大分県,ｸ,玖珠町,5,4,3
44.大分県,,国東市,6,4,3
44.大分県,ｺ,九重町,5,4,3
44.大分県,ｻ,佐伯市（旧佐伯市）,7,4,4
44.大分県,,佐伯市（旧上浦町、旧弥生町、旧米水津村）,7,4,2
44.大分県,,佐伯市（旧本匠村、旧直川村、旧鶴見町、旧蒲江町）,7,4,3
44.大分県,,佐伯市（旧宇目町）,5,4,2
44.大分県,ﾀ,竹田市,6,4,3
44.大分県,ﾂ,津久見市,6,4,3
44.大分県,ﾅ,中津市,6,4,3
44.大分県,ﾋ,日出町,6,4,2
44.大分県,,日田市（旧日田市）,6,4,3
