都道府県名,市町村名,,"告示別表第10
で定める
地域の区分","年間の
日射
地域区分","暖房期の
日射
地域区分"
44.大分県,,日田市（旧前津江村、旧中津江村、旧上津江村、旧大山町、旧天瀬町）,6,4,2
44.大分県,,姫島村,6,4,3
44.大分県,ﾌ,豊後大野市（旧三重町、旧清川村、旧大野町、旧千歳村、旧犬飼町）,6,4,4
44.大分県,,豊後大野市（旧緒方町、旧朝地町）,6,4,3
44.大分県,,豊後高田市,6,4,3
44.大分県,ﾍ,別府市,6,4,4
44.大分県,ﾕ,由布市（旧挾間町）,6,4,4
44.大分県,,由布市（旧庄内町）,6,4,3
44.大分県,,由布市（旧湯布院町）,5,4,3
45.宮崎県,ｱ,綾町,7,4,4
45.宮崎県,ｴ,えびの市,6,4,3
45.宮崎県,ｶ,門川町,7,5,4
45.宮崎県,,川南町,7,4,4
45.宮崎県,ｷ,木城町,7,4,4
45.宮崎県,ｸ,串間市,7,4,3
45.宮崎県,,国富町,7,4,4
45.宮崎県,ｺ,五ヶ瀬町,5,4,4
45.宮崎県,,小林市（旧小林市、旧須木村）,6,4,3
45.宮崎県,,小林市（旧野尻町）,6,4,4
45.宮崎県,ｻ,西都市,7,4,4
45.宮崎県,ｼ,椎葉村,5,4,3
45.宮崎県,,新富町,7,4,3
45.宮崎県,ﾀ,高千穂町,6,4,3
45.宮崎県,,高鍋町,7,5,4
45.宮崎県,,高原町,6,4,4
45.宮崎県,ﾂ,都農町,7,4,4
45.宮崎県,ﾆ,西米良村,6,4,4
45.宮崎県,,日南市（旧日南市、旧北郷町）,7,4,3
45.宮崎県,,日南市（旧南郷町）,7,4,2
45.宮崎県,ﾉ,延岡市,7,4,4
45.宮崎県,ﾋ,日之影町,6,4,4
45.宮崎県,,日向市,7,5,4
45.宮崎県,ﾐ,美郷町,6,4,4
45.宮崎県,,三股町,7,4,4
45.宮崎県,,都城市（旧都城市、旧山田町、旧高崎町）,7,4,3
45.宮崎県,,都城市（旧山之口町、旧高城町）,7,4,4
45.宮崎県,,宮崎市（旧宮崎市、旧清武町、旧田野町、旧佐土原町）,7,4,3
45.宮崎県,,宮崎市（旧高岡町）,7,4,4
45.宮崎県,ﾓ,諸塚村,6,4,4
46.鹿児島県,ｱ,姶良市,7,4,4
46.鹿児島県,,阿久根市,7,4,2
46.鹿児島県,,天城町,8,5,定義なし
46.鹿児島県,,奄美市,8,3,定義なし
46.鹿児島県,ｲ,伊佐市,6,4,3
46.鹿児島県,,出水市（旧出水市）,7,4,3
46.鹿児島県,,出水市（旧野田町、旧高尾野町）,7,4,2
46.鹿児島県,,伊仙町,8,5,定義なし
46.鹿児島県,,いちき串木野市,7,4,2
46.鹿児島県,,指宿市,7,4,2
46.鹿児島県,ｳ,宇検村,8,4,定義なし
46.鹿児島県,ｵ,大崎町,7,4,4
46.鹿児島県,ｶ,鹿児島市（旧鹿児島市、旧桜島町、旧喜入町、旧松元町、旧郡山町）,7,4,2
46.鹿児島県,,鹿児島市（旧吉田町）,7,4,3
46.鹿児島県,,鹿屋市（旧鹿屋市、旧輝北町、旧串良町）,7,4,4
46.鹿児島県,,鹿屋市（旧吾平町）,7,4,3
46.鹿児島県,ｷ,喜界町,8,2,定義なし
46.鹿児島県,,肝付町,7,4,2
46.鹿児島県,,霧島市（旧国分市、旧溝辺町、旧隼人町、旧福山町）,7,4,4
46.鹿児島県,,霧島市（旧横川町、旧牧園町、旧霧島町）,7,4,3
46.鹿児島県,,錦江町,7,4,3
46.鹿児島県,ｻ,薩摩川内市（旧川内市、旧里村、旧上甑村、旧下甑村、旧鹿島村）,7,4,2
46.鹿児島県,,薩摩川内市（旧樋脇町、旧入来町、旧東郷町）,7,4,3
46.鹿児島県,,薩摩川内市（旧祁答院町）,7,4,4
46.鹿児島県,,さつま町,7,4,2
46.鹿児島県,ｼ,志布志市,7,4,4
46.鹿児島県,ｾ,瀬戸内町,8,4,定義なし
46.鹿児島県,ｿ,曽於市,7,4,3
46.鹿児島県,ﾀ,龍郷町,8,3,定義なし
46.鹿児島県,,垂水市,7,4,3
46.鹿児島県,ﾁ,知名町,8,5,定義なし
46.鹿児島県,ﾄ,徳之島町,8,5,定義なし
46.鹿児島県,,十島村,7,4,1
46.鹿児島県,ﾅ,長島町,7,4,2
46.鹿児島県,,中種子町,7,4,1
46.鹿児島県,ﾆ,西之表市,7,4,1
46.鹿児島県,ﾋ,日置市,7,4,2
46.鹿児島県,,東串良町,7,4,2
46.鹿児島県,ﾏ,枕崎市,7,4,2
46.鹿児島県,ﾐ,三島村,7,4,1
46.鹿児島県,,南大隅町（旧根占町）,7,4,3
46.鹿児島県,,南大隅町（旧佐多町）,7,4,2
46.鹿児島県,,南九州市,7,4,2
46.鹿児島県,,南さつま市,7,4,1
46.鹿児島県,,南種子町,7,3,1
46.鹿児島県,ﾔ,屋久島町,7,3,1
46.鹿児島県,,大和村,8,4,定義なし
46.鹿児島県,ﾕ,湧水町,6,4,3
46.鹿児島県,ﾖ,与論町,8,5,定義なし
46.鹿児島県,ﾜ,和泊町,8,5,定義なし
47.沖縄県,ｱ,粟国村,8,5,定義なし
47.沖縄県,ｲ,伊江村,8,5,定義なし
47.沖縄県,,石垣市,8,5,定義なし
47.沖縄県,,伊是名村,8,5,定義なし
47.沖縄県,,糸満市,8,4,定義なし
47.沖縄県,,伊平屋村,8,5,定義なし
47.沖縄県,ｳ,浦添市,8,5,定義なし
47.沖縄県,,うるま市（旧石川市、旧具志川市）,8,5,定義なし
47.沖縄県,,うるま市（旧与那城町、旧勝連町）,8,4,定義なし
47.沖縄県,ｵ,大宜味村,8,4,定義なし
47.沖縄県,,沖縄市,8,5,定義なし
47.沖縄県,,恩納村,8,5,定義なし
47.沖縄県,ｶ,嘉手納町,8,5,定義なし
47.沖縄県,ｷ,北大東村,8,5,定義なし
47.沖縄県,,北中城村,8,5,定義なし
47.沖縄県,,宜野座村,8,5,定義なし
47.沖縄県,,宜野湾市,8,5,定義なし
47.沖縄県,,金武町,8,5,定義なし
47.沖縄県,ｸ,国頭村,8,4,定義なし
47.沖縄県,,久米島町,8,5,定義なし
47.沖縄県,ｻ,座間味村,8,4,定義なし
47.沖縄県,ﾀ,竹富町,8,5,定義なし
47.沖縄県,,多良間村,8,5,定義なし
47.沖縄県,ﾁ,北谷町,8,5,定義なし
47.沖縄県,ﾄ,渡嘉敷村,8,4,定義なし
47.沖縄県,,渡名喜村,8,5,定義なし
47.沖縄県,,豊見城市,8,5,定義なし
47.沖縄県,ﾅ,中城村,8,5,定義なし
47.沖縄県,,今帰仁村,8,5,定義なし
47.沖縄県,,名護市,8,5,定義なし
47.沖縄県,,那覇市,8,5,定義なし
47.沖縄県,,南城市,8,4,定義なし
47.沖縄県,ﾆ,西原町,8,5,定義なし
47.沖縄県,ﾊ,南風原町,8,5,定義なし
47.沖縄県,ﾋ,東村,8,4,定義なし
47.沖縄県,ﾐ,南大東村,8,5,定義なし
47.沖縄県,,宮古島市,8,5,定義なし
47.沖縄県,ﾓ,本部町,8,5,定義なし
47.沖縄県,ﾔ,八重瀬町（旧東風平町）,8,5,定義なし
47.沖縄県,,八重瀬町（旧具志頭村）,8,4,定義なし
47.沖縄県,ﾖ,与那国町,8,4,定義なし
47.沖縄県,,与那原町,8,5,定義なし
47.沖縄県,,読谷村,8,5,定義なし
